FAMID,AGEFAM,CRNTWG,RETAGE,SPENDING,FINCAP
1640,70.3,0,55,52823,875290
1641,33.7,25591,65,23877,8339
1642,90,0,59,40684,128039
1643,33.1,21099,68,20400,-58340
1644,51.9,38398,56,28558,502674
1645,92.2,0,64,50106,209586
1646,41.8,86324,71,74777,-87264
1647,39.7,62863,73,53638,-363428
1648,62.7,57636,69,34631,276655
1649,60,0,59,29223,591501
1650,31.1,79763,66,77456,-72508
1651,74.7,0,58,41563,527063
1652,85.9,0,58,50595,443138
1653,91.8,0,67,69163,163306
1654,82.3,0,63,64818,585159
1655,72.3,0,58,31407,487038
1656,68.3,0,60,38883,576770
1657,75.1,0,58,76335,1077152
1658,33.5,35117,58,32314,107376
1659,65.9,0,58,49762,925522
1660,47.5,90115,67,63521,-1269
1661,50.4,75727,65,56004,290977
1662,94.2,0,74,24820,-5464
1663,44.3,72014,71,51933,-261667
1664,57,105996,74,75074,10807
1665,65.9,127051,66,56352,1007304
1666,73.3,0,66,60602,924017
1667,80.1,0,73,35400,290696
1668,74.7,0,74,46497,702038
1669,35.7,81565,65,73522,-54379
1670,82,0,61,51304,578496
1671,54.8,30706,72,23089,152159
1672,78.9,0,71,47024,517487
1673,88.3,0,67,24272,164504
1674,49.7,75693,65,49403,89826
1675,76,0,71,61842,850027
1676,67.9,0,56,40792,781491
1677,94.6,0,68,72264,8239
1678,63.5,0,55,43232,862245
1679,74.3,0,62,71878,1023095
1680,75,0,69,50062,710856
1681,32.4,66758,66,63401,-179990
1682,94.8,0,69,48222,48281
1683,74,0,64,65633,1036464
1684,43.3,54260,73,43005,-109633
1685,87.4,0,61,51601,307558
1686,49.1,51665,57,39887,432065
1687,33,32983,72,30855,-2066
1688,63.8,93710,72,63039,377100
1689,70.3,0,66,21747,366426
1690,40,87486,72,78371,-273322
1691,70.5,0,58,65504,1118071
1692,83.6,0,68,61505,534367
1693,39,66620,73,54959,-383201
1694,88.6,0,72,45713,303546
1695,38.2,51292,72,46693,-195536
1696,86.2,0,65,56546,435212
1697,59.5,107644,66,68517,698943
1698,35,55510,75,51183,-288978
1699,78.5,0,65,74327,946248
1700,40.4,54127,73,47089,-184286
1701,94.6,0,61,22900,-543
1702,92.4,0,68,33652,-54
1703,46.5,78542,56,59009,655958
1704,75.6,0,63,43949,670797
1705,62.1,50688,71,35702,275046
1706,38.6,76791,64,67973,103599
1707,51.7,113372,67,75791,248303
1708,41.4,90284,67,75813,104599
1709,57.1,33211,58,20054,371460
1710,79.8,0,63,57446,648281
1711,94.3,0,61,32006,67910
1712,89.2,0,61,51565,320622
1713,70.3,57192,71,25289,350707
1714,75.6,0,59,52024,686539
1715,87.3,0,67,55889,384025
1716,79.3,0,66,62282,809416
1717,58,97561,70,66039,343445
1718,94.5,0,73,47415,-37677
1719,74,0,66,70575,1032024
1720,69.7,0,65,21572,326551
1721,88.7,0,59,44388,216386
1722,45.5,109203,61,78289,370393
1723,64.3,77266,70,54497,549695
1724,72.2,0,69,40383,638799
1725,89.3,0,73,41347,156254
1726,81.5,0,59,57945,585390
1727,56.5,52971,62,30606,329165
1728,72.4,0,71,47728,708793
1729,74.8,0,72,44684,739215
1730,32.6,27203,56,25808,140140
1731,80.5,0,74,29516,382382
1732,77.5,0,73,41570,564949
1733,36.3,86886,69,75008,-205778
1734,70.8,0,59,65914,1036701
1735,71.6,86537,73,43103,563251
1736,46.3,87455,64,67048,328395
1737,77.3,0,64,58131,768658
1738,49.7,36622,59,26692,369024
1739,44.5,58995,69,37477,-359091
1740,77.3,0,66,71722,941502
1741,75.6,0,65,77457,1074393
1742,93,0,62,61146,113489
1743,78.9,0,68,60975,711443
1744,41.2,58611,60,44640,106672
1745,38,78821,62,67637,164428
1746,73,0,66,42697,646879
1747,67.1,0,59,59322,994420
1748,43.9,90271,64,73303,295182
1749,84.8,0,68,61571,580625
1750,74.5,0,57,55728,771813
1751,32.1,83933,56,78260,377900
1752,76.8,0,70,53768,723008
1753,59.9,0,56,68856,1325448
1754,49.9,92941,66,64626,258808
1755,59,0,55,24524,397220
1756,46.5,48932,68,45102,198491
1757,36.5,60609,68,56015,-51395
1758,35.7,38943,56,34158,236612
1759,93.7,0,71,43806,45255
1760,56.5,142525,60,73343,1097661
1761,52.8,75336,58,51538,762347
1762,71.7,0,65,38259,567930
1763,66.8,0,58,64239,1122096
1764,88.7,0,60,52583,348953
1765,89.1,0,60,63836,306356
1766,37.9,76960,64,67067,109744
1767,89.8,0,66,55306,225349
1768,73,0,57,27329,476328
1769,46.4,80240,64,65620,401888
1770,69.4,0,59,30358,436072
1771,40.4,65678,74,58433,-190312
1772,52.5,32160,65,23599,194115
1773,81.8,0,56,76047,857672
1774,71.5,0,58,34124,538272
1775,32.9,39577,75,37214,-197877
1776,56.9,114255,64,76193,873552
1777,85.4,0,60,51050,442932
1778,64.7,59030,74,35069,128812
1779,50,32620,59,23415,251944
1780,79.1,0,74,32388,281748
1781,39.4,41989,73,38608,-67056
1782,84,0,74,56851,561046
1783,41.5,92872,58,70663,367625
1784,71.3,0,57,67213,1127661
1785,49.8,49552,58,38176,519990
1786,63.8,75306,75,40394,-2166
1787,57.9,42647,70,27536,136619
1788,80.1,0,66,47751,554723
1789,94,0,56,68896,62176
1790,49,51363,58,37145,330594
1791,87,0,65,76873,541719
1792,47.4,57676,62,42963,274439
1793,71.3,0,69,77930,1231936
1794,54.3,46082,71,36850,110540
1795,82.5,0,67,68415,639513
1796,49.9,90047,70,66594,53331
1797,74.6,0,72,47583,657447
1798,79.4,0,71,64603,799779
1799,30.4,45076,70,43717,-31153
1800,94.2,0,59,61555,107944
1801,35.3,42982,75,39556,-311415
1802,75.2,0,62,27153,313136
1803,36.8,31330,65,27388,48911
1804,75.4,0,58,43714,698703
1805,70.8,0,70,41788,635814
1806,38.7,30539,73,26468,-100059
1807,92.3,0,60,59111,241054
1808,44.7,50209,74,36960,-201253
1809,72.8,0,62,55000,853846
1810,84.3,0,58,68965,673299
1811,92.6,0,61,31316,130375
1812,81,0,75,23757,263865
1813,76.1,0,61,39895,576683
1814,61.2,0,56,34725,666672
1815,90.5,0,65,50004,109047
1816,66.9,0,66,44049,776269
1817,80.6,0,75,23361,247884
1818,56.6,57910,69,41156,273150
1819,64.6,94576,74,52585,157102
1820,49.8,33896,71,28502,149530
1821,60.4,0,58,20974,458030
1822,30.6,26566,74,26098,-194399
1823,63.3,0,60,78360,1518118
1824,54,30517,56,24847,462948
1825,77,0,69,42866,517410
1826,86.4,0,63,44010,288692
1827,62.6,70198,74,54667,265851
1828,77.4,0,67,55935,634784
1829,51.1,72862,69,52688,140375
1830,87.8,0,60,72278,502269
1831,37.6,74358,65,66619,60739
1832,91.4,0,64,32744,108032
1833,76.7,0,57,52645,670811
1834,39.4,58543,75,52548,-142208
1835,63.2,0,61,42745,690967
1836,85.1,0,58,73910,664451
1837,69.3,76960,73,65658,875515
1838,88.3,0,73,35721,223330
1839,70.9,53976,73,28167,396211
1840,41.6,86321,72,71454,-310630
1841,46.5,55280,72,36258,-256058
1842,70,33448,72,20307,297405
1843,73.7,0,64,42335,624223
1844,94.9,0,69,47476,-56741
1845,85.1,0,69,24628,200785
1846,72.4,0,68,70672,1110077
1847,65.5,0,58,48227,757015
1848,68,56631,73,19684,36190
1849,62.4,0,61,31633,562417
1850,43.1,34061,64,29510,100779
1851,39.8,50907,59,44045,347643
1852,35.1,57875,75,51953,-253104
1853,44.1,28557,71,22131,-156771
1854,52.6,91458,68,59322,44328
1855,38.9,42340,57,36653,295889
1856,43.6,34267,66,26157,10927
1857,84.1,0,63,43092,361216
1858,62.8,54146,70,34315,262284
1859,31.2,69759,67,67790,-36323
1860,93.2,0,60,72355,192809
1861,92.4,0,68,20787,91445
1862,80.3,0,55,38317,369324
1863,82.6,0,69,67192,655133
1864,81.1,0,69,73191,865054
1865,75.7,0,66,42089,570276
1866,87.3,0,61,73035,564927
1867,31.7,32472,57,30896,225815
1868,53,71477,58,51342,748007
1869,30.4,68740,69,67157,-77271
1870,75.5,0,65,63000,808492
1871,66.6,85694,70,35291,325378
1872,56,0,55,62967,1358565
1873,60.3,0,56,54910,1066777
1874,85,0,63,64520,398530
1875,45.8,32597,71,23534,-3131
1876,66.3,101274,67,39317,680873
1877,60.4,126588,69,64249,313158
1878,42.1,48570,56,40557,337949
1879,44,64711,65,50425,66294
1880,65.1,0,56,55977,1090533
1881,92.7,0,68,24414,81901
1882,42.9,70468,60,56026,261787
1883,31.8,80380,60,77289,263911
1884,32.8,78875,67,72709,-130068
1885,41.1,26480,66,22037,54496
1886,69.6,0,58,31836,542486
1887,46.1,62370,58,41826,290350
1888,73.4,0,72,31449,487442
1889,51.6,46606,68,31941,101676
1890,92.6,0,63,60592,149629
1891,47.2,88110,62,66719,404551
1892,69.1,0,69,48181,772582
1893,61.2,64020,64,40254,646694
1894,31.4,51827,56,50438,228620
1895,64.7,60544,65,39542,668653
1896,58.5,78066,63,45633,529415
1897,56.3,100382,57,73457,1498018
1898,55.6,84468,65,45004,272978
1899,89.5,0,59,22962,166358
1900,67.5,0,56,32642,599637
1901,74.2,0,67,71265,1038572
1902,32.9,33825,59,31512,99415
1903,46.8,35733,62,26489,102329
1904,35.7,56226,68,52391,-94004
1905,39.9,66676,72,60053,-82806
1906,41.8,56978,66,48449,116283
1907,43.8,42799,61,33709,152799
1908,58.7,56735,61,42779,764351
1909,66.6,0,65,39169,722331
1910,80.6,0,67,73613,874774
1911,33.2,71089,68,68461,-130210
1912,87.4,0,68,31669,151478
1913,53.9,81264,69,63277,416361
1914,93.8,0,65,68031,20051
1915,45.7,92100,69,66085,-185661
1916,74.9,0,62,24450,308605
1917,93.6,0,61,40799,30320
1918,44.7,32811,61,27887,266019
1919,63.2,0,63,49440,958820
1920,53.9,117702,72,66758,-434724
1921,54.1,57577,58,45559,745192
1922,42.7,35881,66,33971,152427
1923,47.4,113393,69,71278,-379352
1924,72.9,83608,75,41688,467914
1925,46.4,50599,66,35448,-7297
1926,51.7,60315,67,41605,107125
1927,60.1,0,58,26718,558583
1928,48.4,74443,61,57105,529724
1929,34.3,83974,57,77376,456229
1930,50.2,40814,58,25300,299721
1931,82.8,0,66,24754,227477
1932,74.3,0,63,50878,716856
1933,71.3,0,62,73654,1066797
1934,94.9,0,65,47545,64832
1935,57.5,53267,68,34756,194515
1936,45.9,57501,74,49222,-164410
1937,52.6,60955,64,38378,120831
1938,76.7,0,55,60564,900116
1939,74.4,0,58,25620,388731
1940,75.2,0,75,26320,373092
1941,82.1,0,69,35175,399544
1942,66.2,135442,74,75483,370101
1943,44.2,51681,60,41548,168526
1944,81.8,0,62,75858,784370
1945,50.6,82542,59,57231,639142
1946,69.3,0,66,34166,638313
1947,59.9,0,57,74880,1583767
1948,87,0,64,73463,436697
1949,84.6,0,62,58403,479843
1950,47.5,28459,69,21608,-13269
1951,83.3,0,62,65259,690889
1952,63.8,0,61,54127,963260
1953,75.5,0,65,42255,606785
1954,65.7,93328,73,64991,562798
1955,90.8,0,67,33884,74335
1956,59.7,89444,73,61965,149611
1957,91.9,0,61,23634,137385
1958,31.4,49009,74,46844,-260031
1959,81.3,0,70,68565,749633
1960,54.7,39775,68,23543,104241
1961,43.8,90545,68,71142,37451
1962,63.2,0,55,27876,487766
1963,30.4,79720,71,77513,-273552
1964,88.7,0,70,32108,138797
1965,67.2,50642,71,36150,498011
1966,85.3,0,63,20785,190173
1967,42.6,31176,58,24731,203581
1968,90.3,0,65,78717,263591
1969,88.2,0,66,58759,289037
1970,80.1,0,61,39589,409137
1971,43,97675,70,77042,-82928
1972,62.3,73174,74,41428,26529
1973,46.3,86689,59,72887,720930
1974,77.4,0,74,29726,409122
1975,68.3,51172,70,27885,411777
1976,45.3,66393,68,47912,-50530
1977,50.2,83543,57,59842,780617
1978,80.6,0,61,73558,916361
1979,56.4,41123,74,29841,-21396
1980,57,94488,59,60112,1079553
1981,36.5,84310,72,75847,-178258
1982,61.9,111552,71,64973,380795
1983,64.6,133161,74,67965,122131
1984,90.3,0,70,46276,120472
1985,49.4,63136,56,47565,623984
1986,61.7,36289,63,21305,418061
1987,50.9,88480,62,64437,597049
1988,48.6,73112,73,55796,-140736
1989,76.6,0,57,40359,534421
1990,57.6,107395,60,65231,1127952
1991,70.2,74435,73,45218,468515
1992,63,0,61,50981,1045659
1993,39.2,53649,61,45873,243833
1994,63.9,39426,65,25219,454491
1995,86.6,0,68,28172,226159
1996,67.3,0,67,26828,452305
1997,40,62871,63,51432,152975
1998,94.2,0,58,46833,18960
1999,57.2,92292,75,67978,10490
2000,91.7,0,67,40258,119097
2001,48.2,34810,71,26276,-82
2002,89.4,0,72,64651,360110
2003,42.9,65225,63,54234,221785
2004,71,108188,71,67281,1075338
2005,48.9,84840,66,60204,119598
2006,88.3,0,60,27169,137194
2007,34.9,26876,71,23904,-29356
2008,36.2,72542,71,61712,-290973
2009,68.3,0,60,73229,1217437
2010,51.5,39118,67,29208,122614
2011,59.2,67398,72,41361,138045
2012,34.7,48959,61,43699,122131
2013,68.9,0,64,37839,620083
2014,32.1,41452,64,39736,-30526
2015,54.6,33244,63,22332,184983
2016,50.1,48357,57,32968,485370
2017,52.9,108837,69,75136,173512
2018,66.8,75198,69,42843,532700
2019,87.1,0,75,58085,459784
2020,45.4,45675,72,36312,-184224
2021,41,79275,58,67227,568035
2022,75.2,0,57,33291,394515
2023,58.7,81787,75,49305,-204843
2024,70.5,49639,74,26118,265052
2025,52.2,47554,61,34967,408750
2026,81.3,0,60,50076,476060
2027,77.5,0,62,71699,1020223
2028,46.1,66391,62,46153,203388
2029,82.8,0,67,23548,271956
2030,51.3,111327,74,78033,-241872
2031,41.3,24682,65,22529,119327
2032,42.5,80473,60,61494,285015
2033,65.3,0,57,71963,1263630
2034,85.5,0,71,21440,239390
2035,82,0,75,68767,758995
2036,60.7,0,60,25852,429464
2037,30.9,25577,63,24888,-61499
2038,81.3,0,70,61138,673340
2039,85.1,0,55,46970,430679
2040,57,0,56,62147,1222766
2041,70.8,0,59,50249,865652
2042,76.4,0,60,67677,893417
2043,62.7,0,61,69923,1417071
2044,36,42258,59,38108,107137
2045,54.7,81646,70,69083,400274
2046,49.1,70606,72,48696,-198793
2047,53.5,50851,62,34131,371787
2048,77.9,0,71,46152,716418
2049,76,0,58,69635,871662
2050,63.7,95275,71,57913,449120
2051,38,28790,66,23861,10928
2052,75.1,0,59,35082,465728
2053,61.1,0,58,79140,1501894
2054,87.5,0,63,32469,108616
2055,50.4,35187,55,26472,488457
2056,85,0,75,62096,484595
2057,50.4,104075,72,75358,-199185
2058,71.8,0,71,73706,1188104
2059,84.8,0,57,66277,599749
2060,87.2,0,60,33996,158885
2061,50,108865,60,72119,640621
2062,33.2,29248,69,27212,-21018
2063,79.1,0,68,65894,856633
2064,86.3,0,60,38586,341703
2065,43.9,90519,58,77538,776636
2066,43.6,30974,64,25123,35496
2067,48.3,56062,74,46102,-109229
2068,77.2,0,66,33885,366216
2069,49.6,58235,61,42686,398540
2070,65.8,0,62,78176,1383330
2071,71,99476,74,62888,727871
2072,81.6,0,56,68993,725043
2073,40.5,37777,58,33915,234467
2074,64.6,53702,74,25600,45238
2075,68.9,0,66,20280,311606
2076,58.7,122206,60,71251,1416497
2077,70.1,0,65,64866,1137852
2078,77.5,0,56,54587,683207
2079,90.5,0,75,31216,102000
2080,40.4,80182,57,60287,456715
2081,79.2,0,56,59365,747439
2082,57.2,0,56,68044,1426740
2083,75.4,0,63,32838,456918
2084,71.6,0,61,47826,791939
2085,80.7,0,64,78520,865902
2086,52.8,102533,56,73151,1256094
2087,92.5,0,64,51882,182021
2088,57.9,32519,73,24543,44221
2089,55.1,41642,72,27583,37895
2090,42.9,24684,63,19338,62244
2091,64.5,0,59,60638,1162526
2092,34.5,71781,67,65956,-27662
2093,44.5,85176,62,74825,486393
2094,69.7,0,69,32950,585781
2095,66.6,80858,75,46987,173414
2096,76.4,0,56,44694,652583
2097,53.5,46865,57,40217,746757
2098,38.3,58563,56,47843,327093
2099,43.7,83331,75,73270,-194582
2100,82.5,0,70,41722,416695
2101,41.2,63037,56,54398,582587
2102,74.7,0,70,51592,696548
2103,58.2,110785,61,65161,1039286
2104,31.5,52898,67,50532,-17914
2105,76.2,0,63,54952,700786
2106,64.4,0,59,37080,689425
2107,30.4,68519,65,67441,-78905
2108,71.2,0,61,28065,428093
2109,70.3,0,58,47799,712779
2110,65.4,134977,67,67251,1084351
2111,33.6,55035,71,51540,-196394
2112,48.2,68400,63,52511,272871
2113,51.6,88898,68,69207,270766
2114,76.3,0,58,75629,1019426
2115,38.5,24463,74,22047,-17727
2116,42.9,34476,63,30625,106009
2117,40.8,49067,58,40236,283625
2118,42.5,72699,75,58110,-458950
2119,79,0,59,68522,726629
2120,64.6,135023,70,63163,519510
2121,92.3,0,57,28713,-6710
2122,62.4,0,61,65390,1260091
2123,39,69242,61,60116,300930
2124,93.1,0,65,46293,189901
2125,80.3,0,72,19646,150567
2126,42.7,89960,73,75227,-311868
2127,52.8,61406,65,46248,303566
2128,72.2,0,60,69796,1087683
2129,49.6,45952,56,35329,543366
2130,57.9,67205,59,48664,914512
2131,34.4,72485,63,66121,-5124
2132,55.5,95600,71,62548,83736
2133,72,0,62,77335,1302146
2134,40.8,78245,64,68805,180436
2135,71.6,52729,75,26580,314685
2136,30.9,20983,74,20239,-46527
2137,47.1,65059,74,47490,-278467
2138,89.2,0,60,68249,304004
2139,82.4,0,58,22450,345673
2140,56,61204,67,38441,320014
2141,41.7,75762,56,63960,630056
2142,39.3,66990,58,60917,393986
2143,77.8,0,70,67358,917464
2144,66.4,0,66,57940,1060593
2145,61,41753,65,26753,341569
2146,63.5,116215,69,76598,835258
2147,85.8,0,59,71540,570726
2148,72.9,0,71,54754,878783
2149,61.3,111123,66,55443,557530
2150,86.1,0,58,48625,385234
2151,64.5,0,63,72503,1383931
2152,30.3,61218,66,59859,-127398
2153,57.4,65832,73,45819,38644
2154,56.1,84204,59,54495,979306
2155,61.3,84103,71,55323,396466
2156,59.2,26179,72,20586,109195
2157,44.6,51039,56,50395,678407
2158,84.9,0,63,39739,370342
2159,66.6,0,57,43758,793678
2160,89.9,0,70,68917,355186
2161,46.9,41724,63,33591,197403
2162,33,71900,74,66547,-412090
2163,63.5,0,58,78001,1473250
2164,80.9,0,69,26638,220347
2165,49.5,109796,56,73091,1030381
2166,87.2,0,63,57040,372877
2167,86.4,0,70,32560,189456
2168,59.2,91723,71,72420,467620
2169,77,0,62,77226,1003980
2170,64.1,103542,66,69314,1151455
2171,38.3,54556,70,48796,-95181
2172,40.9,54937,59,46018,378244
2173,48.3,99713,61,65394,441923
2174,61.2,57719,65,37369,604349
2175,43.8,76531,58,62177,518279
2176,66.1,0,57,75449,1437237
2177,36.9,53808,58,48147,289038
2178,40.7,79754,75,68292,-293067
2179,33.6,22462,63,20662,1020
2180,50.7,62155,60,39967,340521
2181,73.5,0,61,59154,890808
2182,60.2,128788,72,75209,209184
2183,82.6,0,66,68858,728776
2184,40.4,58034,56,47881,316417
2185,62.9,75182,69,51836,529790
2186,60.9,83525,75,60683,149660
2187,68.9,0,59,67394,1087173
2188,37.8,45389,73,39613,-125304
2189,64.8,163541,66,66674,1030392
2190,67.1,105871,73,62220,558587
2191,93.4,0,72,33135,-18494
2192,53.4,101705,74,68721,-198697
2193,32.1,35660,75,34402,-161372
2194,73.6,0,72,26074,353256
2195,70.1,39115,72,23595,265596
2196,47.4,72716,74,51411,-265756
2197,31.1,31488,58,30615,155304
2198,46.4,81528,72,65338,-158270
2199,73.3,0,73,55159,816916
2200,77.4,0,60,71198,896732
2201,41.2,74292,73,61608,-262070
2202,84.1,0,71,59562,533243
2203,80.2,0,59,44185,540220
2204,37.9,41311,70,36294,-227655
2205,38.2,80757,72,77997,-33689
2206,60.4,84791,69,46745,252672
2207,43.7,91278,70,76034,-35640
2208,60.7,43261,67,33693,437238
2209,34.5,75638,74,72283,-225900
2210,93,0,66,34020,95431
2211,73.7,0,57,52326,803547
2212,49.7,74786,64,60164,352057
2213,44.3,94331,58,75689,689138
2214,70.7,0,63,20766,409694
2215,64.5,0,61,56511,1084616
2216,90.6,0,70,66875,267875
2217,50.6,91459,57,65392,1011526
2218,37,67662,61,59403,155395
2219,63.7,0,58,32883,478408
2220,33.4,38874,67,36024,-32734
2221,30.2,42461,60,41858,129376
2222,47.9,44450,57,33919,433736
2223,77.4,0,60,73567,906770
2224,75.2,0,68,42469,555111
2225,56,57245,60,39376,641639
2226,42.7,57877,69,46716,-58980
2227,43.4,79666,74,67871,-236065
2228,43.7,94457,69,73439,-69351
2229,76.7,0,70,76465,964424
2230,61.9,47812,73,29304,50808
2231,79.7,0,70,55681,653969
2232,31.8,62247,63,59055,128164
2233,52.9,87280,72,54237,-155600
2234,81,0,64,59792,595035
2235,48,55778,66,38890,72842
2236,83.1,0,72,49365,458815
2237,79.1,0,72,63576,831976
2238,89.5,0,56,75375,324852
2239,37.2,81903,57,70892,342560
2240,90.4,0,62,51038,252513
2241,43.6,32497,57,25533,220109
2242,59.4,77765,68,49767,504380
2243,38.2,91101,71,76684,-318429
2244,61.8,125046,71,67064,315253
2245,72.9,0,56,40852,609891
2246,92.6,0,69,70951,162033
2247,63.7,0,57,48351,1002920
2248,69.3,0,56,55528,1007095
2249,53.8,83833,62,56626,549168
2250,40.7,66807,62,53913,140521
2251,34.4,47834,63,42360,29427
2252,66.1,68900,72,35111,257906
2253,69.2,0,67,44634,728973
2254,53.1,53536,68,34381,40441
2255,45.2,28093,63,23424,153613
2256,85,0,59,58346,506596
2257,46.4,66849,65,42000,-67330
2258,77.5,0,61,50766,613169
2259,84.5,0,73,72894,580452
2260,84.4,0,56,34731,287610
2261,69.7,0,68,26566,339873
2262,56,62472,70,39665,86771
2263,42.8,50548,57,42770,382121
2264,74.9,0,65,26512,369807
2265,63.8,0,62,25563,460932
2266,87.6,0,61,47211,333388
2267,48.6,53022,70,41011,31533
2268,86.7,0,73,37377,164460
2269,76.9,0,70,33720,407434
2270,68.3,0,62,67323,1108879
2271,58.7,113094,69,65562,308175
2272,41.1,65492,73,49996,-280786
2273,33,23577,74,22842,-115717
2274,89.9,0,56,77528,359884
2275,40.8,39627,74,33346,-110708
2276,53.4,48243,72,37634,114184
2277,86.1,0,73,34500,113580
2278,41.2,68517,71,59067,-87594
2279,41.1,59162,56,51065,461043
2280,37.5,34554,65,31124,67777
2281,59.7,0,56,71399,1458492
2282,93.7,0,62,58183,33339
2283,42.6,95796,56,69333,526216
2284,50.6,53832,64,37190,172376
2285,80.1,0,69,29733,288561
2286,74.6,0,68,43523,539563
2287,65.7,57635,70,31956,426240
2288,91.9,0,73,24091,40668
2289,89.9,0,72,35844,332349
2290,84.1,0,60,70249,594633
2291,35.1,42802,67,38679,-112707
2292,75.6,0,67,27975,405478
2293,59.9,0,57,43564,814789
2294,49.7,95507,60,58073,409005
2295,89.3,0,56,51550,233144
2296,34,62552,65,60463,44580
2297,53,68056,69,50358,217875
2298,30.9,31045,65,29917,55
2299,78,0,57,24422,358391
2300,90.6,0,58,29147,141757
2301,62.9,78170,73,63814,564557
2302,69.1,41426,70,21471,391211
2303,43.1,47776,70,37426,-60933
2304,71,0,65,54086,832549
2305,67.4,0,61,42187,704839
2306,46.9,51838,61,34669,154987
2307,78.4,0,65,29335,385954
2308,46.6,34935,73,28992,34424
2309,70.7,100171,74,67857,823094
2310,91.9,0,69,45215,118689
2311,88.3,0,74,24693,173563
2312,89.3,0,68,56399,260812
2313,48.8,90547,64,75919,644833
2314,47.9,78726,56,72934,1066518
2315,35.1,67200,68,59135,-27676
2316,61.9,86573,67,65816,899503
2317,85.1,0,65,32276,271422
2318,49.9,83521,72,55407,-232085
2319,41.2,79163,64,62730,3571
2320,54.4,33801,65,24772,167973
2321,82.4,0,57,41907,448128
2322,72.5,0,71,39456,665554
2323,35.8,72627,70,67139,-121190
2324,30.1,67734,74,66503,-256797
2325,30.2,49889,57,48754,220393
2326,73.8,0,73,48813,557418
2327,84.3,0,59,62301,601004
2328,91.8,0,59,48434,146467
2329,57.6,80387,70,57867,237509
2330,91.3,0,69,36624,170269
2331,34.1,27145,60,25056,214364
2332,89.6,0,71,36558,163732
2333,35.5,67702,71,62463,-146009
2334,69.6,0,62,74983,1189490
2335,49.6,87017,73,66003,-31828
2336,89.9,0,58,59443,259608
2337,36.4,73136,74,67467,-350717
2338,36.1,50380,63,45242,42737
2339,43.8,51321,58,38363,168092
2340,31.9,37635,62,36750,62617
2341,41.3,70666,68,56904,-14115
2342,64.5,70887,69,43689,479152
2343,48.3,26237,64,20300,163653
2344,70.7,121252,71,36858,603714
2345,76.8,0,71,38320,496261
2346,76.2,0,71,47048,574478
2347,45.2,61700,57,51186,438500
2348,47.7,40060,66,27129,-68303
2349,89.1,0,60,58777,341626
2350,56,36063,57,20982,423520
2351,68,0,63,28847,534080
2352,45.1,48004,69,38727,-67908
2353,41.5,49508,58,38036,311483
2354,80.6,0,56,47715,605645
2355,73.7,0,62,78072,1078354
2356,64.3,0,58,65985,1202098
2357,68.5,0,62,47188,916980
2358,41.2,95506,73,75961,-423985
2359,33,34251,71,33020,-84158
2360,43.7,51929,66,38576,9820
2361,48.6,41066,64,30167,232191
2362,84.8,0,69,56301,506305
2363,30.7,58363,65,56591,54062
2364,30.8,65536,71,63543,-239628
2365,42.4,58050,66,46830,75765
2366,75.7,0,70,72528,956264
2367,80.6,0,61,35469,388091
2368,77.9,0,66,45984,646390
2369,30.8,75962,57,73822,334494
2370,68,36350,71,31146,423915
2371,87.1,0,56,20010,108402
2372,58.3,48168,62,31179,461214
2373,41.1,70948,64,56670,-62117
2374,63.9,41701,68,25616,326779
2375,51.7,97572,60,55572,482112
2376,70.4,0,55,75440,1199242
2377,45,56974,69,42011,-115313
2378,65.7,67989,68,40853,649272
2379,70.5,0,65,27874,403672
2380,93.9,0,55,56906,54885
2381,51.1,79042,57,50484,672169
2382,78.6,0,68,34451,392260
2383,70.6,0,57,45243,692574
2384,49.3,32619,73,23435,-101301
2385,49.2,61778,59,42933,398510
2386,53.8,94089,64,68024,616702
2387,69.4,0,58,73103,1200924
2388,51.2,35522,61,25764,266843
2389,30.5,25438,63,24877,41334
2390,93.9,0,60,73137,93651
2391,45.2,77387,55,56806,691453
2392,92.6,0,67,51951,7573
2393,88.1,0,73,20197,77459
2394,44.4,90797,71,72333,-99174
2395,59.8,95543,66,74523,882225
2396,73,56195,75,21182,234826
2397,93.6,0,58,49220,52691
2398,70.7,175332,75,78205,560895
2399,92.6,0,55,51437,177584
2400,80.7,0,56,26992,322690
2401,64.3,128467,67,78465,1096675
2402,84.5,0,61,52537,350806
2403,47.4,88434,57,63634,680661
2404,37.7,57055,71,50952,-195298
2405,44.1,31247,56,25913,297180
2406,31,30736,75,30493,-166388
2407,92.3,0,57,55686,164104
2408,82.6,0,69,34887,245744
2409,61.2,30430,65,25782,462668
2410,68.7,0,64,56944,984860
2411,53.1,86236,60,60705,865998
2412,75,0,58,73924,1112511
2413,33.8,42546,68,40157,-54771
2414,88.9,0,63,72136,368307
2415,64.2,0,60,48298,907141
2416,39.4,31873,58,26924,171466
2417,94.9,0,57,30615,59381
2418,64.1,82486,70,46360,469766
2419,43.1,96013,57,75947,603510
2420,51.2,54022,68,33826,16868
2421,39.9,78734,63,70952,233983
2422,47.4,54285,71,42604,-21699
2423,57.7,86731,65,56650,597710
2424,48.4,87715,75,67021,-154838
2425,82.4,0,60,63114,591410
2426,69.3,0,68,68491,1094411
2427,49.8,97290,64,72071,370048
2428,69.7,0,64,32429,528568
2429,63.1,0,59,64513,1308419
2430,69.4,0,63,25511,412692
2431,86.3,0,67,78491,636369
2432,60.2,62242,69,41076,304942
